time,load_pu,wind_pu,pv_pu,hour,regular_load_mw,wind_mw,pv_mw,renewable_mw,purchase_price_yuan_per_kwh,sell_price_yuan_per_kwh,production_load_factor,process_load_factor,alk_load_mw,pem_load_mw,ammonia_load_mw,process_load_mw,ammonia_output_t,total_load_mw,grid_purchase_mw,grid_sale_mw,grid_exchange_mw,case_name,production_t_per_day,full_load_equivalent_hours,equipment_utilization,wind_scenario,pv_scenario
8:00-9:00,0.6683,0.3582,0.45,8,4.0098,14.328000000000001,28.8,43.128,0.6074,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,8.1598,0.0,34.968199999999996,-34.968199999999996,typical,36,12.0,0.5,-1,-1
9:00-10:00,0.7,0.2976,0.58,9,4.199999999999999,11.904,37.12,49.024,0.6074,0.3779,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.7,0.0,3.323999999999998,-3.323999999999998,typical,36,12.0,0.5,-1,-1
10:00-11:00,0.6867,0.1934,0.67,10,4.1202,7.736,42.88,50.616,0.8024,0.3779,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.6202,0.0,4.995800000000003,-4.995800000000003,typical,36,12.0,0.5,-1,-1
11:00-12:00,0.65,0.2139,0.7,11,3.9000000000000004,8.556000000000001,44.8,53.355999999999995,0.8024,0.3779,0.3047228915662651,0.3047228915662651,6.094457831325302,6.094457831325302,0.45708433734939763,12.646000000000003,0.9141686746987953,16.546000000000003,0.0,36.80999999999999,-36.80999999999999,typical,36,12.0,0.5,-1,-1
12:00-13:00,0.5433,0.363,0.72,12,3.2598000000000003,14.52,46.08,60.599999999999994,0.8024,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,7.409800000000001,0.0,53.19019999999999,-53.19019999999999,typical,36,12.0,0.5,-1,-1
13:00-14:00,0.4483,0.1677,0.67,13,2.6898,6.707999999999999,42.88,49.588,0.8024,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.8398,0.0,42.7482,-42.7482,typical,36,12.0,0.5,-1,-1
14:00-15:00,0.605,0.2794,0.58,14,3.63,11.175999999999998,37.12,48.29599999999999,0.8024,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,7.78,0.0,40.51599999999999,-40.51599999999999,typical,36,12.0,0.5,-1,-1
15:00-16:00,0.6367,0.2527,0.45,15,3.8202000000000003,10.107999999999999,28.8,38.908,0.6074,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,7.9702,0.0,30.937800000000003,-30.937800000000003,typical,36,12.0,0.5,-1,-1
16:00-17:00,0.625,0.1596,0.28,16,3.75,6.3839999999999995,17.92,24.304000000000002,0.6074,0.3779,0.495277108433735,0.495277108433735,9.9055421686747,9.9055421686747,0.7429156626506025,20.554000000000002,1.485831325301205,24.304000000000002,0.0,-0.0,0.0,typical,36,12.0,0.5,-1,-1
17:00-18:00,0.5233,0.1607,0.08,17,3.1398,6.428000000000001,5.12,11.548000000000002,0.6074,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,7.2898000000000005,0.0,4.258200000000001,-4.258200000000001,typical,36,12.0,0.5,-1,-1
18:00-19:00,0.435,0.1434,0.0,18,2.61,5.736,0.0,5.736,0.8024,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.76,1.024,0.0,1.024,typical,36,12.0,0.5,-1,-1
19:00-20:00,0.3533,0.0938,0.0,19,2.1198,3.752,0.0,3.752,0.8024,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.2698,2.5178000000000003,0.0,2.5178000000000003,typical,36,12.0,0.5,-1,-1
20:00-21:00,0.31,0.0923,0.0,20,1.8599999999999999,3.6919999999999997,0.0,3.6919999999999997,0.8024,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,6.01,2.318,0.0,2.318,typical,36,12.0,0.5,-1,-1
21:00-22:00,0.2717,0.122,0.0,21,1.6301999999999999,4.88,0.0,4.88,0.6074,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,5.780200000000001,0.9002000000000008,0.0,0.9002000000000008,typical,36,12.0,0.5,-1,-1
22:00-23:00,0.26,0.0625,0.0,22,1.56,2.5,0.0,2.5,0.6074,0.3779,0.1,0.1,2.0,2.0,0.15000000000000002,4.15,0.30000000000000004,5.710000000000001,3.210000000000001,0.0,3.210000000000001,typical,36,12.0,0.5,-1,-1
23:00-24:00,0.2467,0.0798,0.0,23,1.4802,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.788199999999996,0.0,39.788199999999996,typical,36,12.0,0.5,-1,-1
