scenario,wind_scenario,pv_scenario,hour,time,wind_pu,pv_pu,wind_mw,pv_mw,renewable_mw,purchase_price_yuan_per_kwh,sell_price_yuan_per_kwh,regular_load_mw,production_load_factor,process_load_factor,alk_load_mw,pem_load_mw,ammonia_load_mw,process_load_mw,ammonia_output_t,total_load_mw,production_on,grid_purchase_mw,grid_sale_mw,grid_exchange_mw,purchase_sale_binary,target_ammonia_t,mode
W1_PV4,1,4,5,5:00-6:00,0.4681,0.0,18.724,0.0,18.724,0.3424,0.3779,1.6301999999999999,3.424302341012531e-16,3.424302341012531e-16,6.848604682025062e-15,6.848604682025062e-15,5.136453511518797e-16,1.4210854715202004e-14,1.0272907023037595e-15,1.630200000000014,0,0.0,17.093799999999987,-17.093799999999987,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,6,6:00-7:00,0.2407,0.0,9.628,0.0,9.628,0.3424,0.3779,2.5002,0.9999999999999998,0.9999999999999998,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,2.999999999999999,44.00019999999999,1,34.37219999999999,0.0,34.37219999999999,1,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,7,7:00-8:00,0.5701,0.0,22.804000000000002,0.0,22.804000000000002,0.6074,0.3779,3.3701999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3701999999999996,0,0.0,19.4338,-19.4338,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,8,8:00-9:00,0.4463,0.0,17.852,0.0,17.852,0.6074,0.3779,4.0098,2.1401889631328319e-16,2.1401889631328319e-16,4.280377926265663e-15,4.280377926265663e-15,3.210283444699248e-16,8.88178419700125e-15,6.420566889398496e-16,4.009800000000009,0,0.0,13.842199999999991,-13.842199999999991,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,9,9:00-10:00,0.3582,0.0,14.328000000000001,0.0,14.328000000000001,0.6074,0.3779,4.199999999999999,3.8523401336390975e-16,3.8523401336390975e-16,7.704680267278194e-15,7.704680267278194e-15,5.778510200458646e-16,1.5987211554602254e-14,1.1557020400917292e-15,4.200000000000015,0,0.0,10.127999999999986,-10.127999999999986,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,10,10:00-11:00,0.2976,0.0,11.904,0.0,11.904,0.8024,0.3779,4.1202,3.638321237325814e-16,3.638321237325814e-16,7.276642474651627e-15,7.276642474651627e-15,5.457481855988721e-16,1.5099033134902126e-14,1.0914963711977442e-15,4.120200000000015,0,0.0,7.783799999999985,-7.783799999999985,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,11,11:00-12:00,0.1934,0.02,7.736,1.28,9.016,0.8024,0.3779,3.9000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9000000000000004,0,0.0,5.116000169013511,-5.116000169013511,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,12,12:00-13:00,0.2139,0.08,8.556000000000001,5.12,13.676000000000002,0.8024,0.3779,3.2598000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2598000000000003,0,0.0,10.416200000000002,-10.416200000000002,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,13,13:00-14:00,0.363,0.12,14.52,7.68,22.2,0.8024,0.3779,2.6898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6898,0,0.0,19.510199999999998,-19.510199999999998,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,14,14:00-15:00,0.1677,0.08,6.707999999999999,5.12,11.828,0.8024,0.3779,3.63,5.136453511518796e-16,5.136453511518796e-16,1.0272907023037593e-14,1.0272907023037593e-14,7.704680267278194e-16,2.1316282072803006e-14,1.5409360534556388e-15,3.630000000000021,0,0.0,8.197999999999979,-8.197999999999979,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,15,15:00-16:00,0.2794,0.02,11.175999999999998,1.28,12.455999999999998,0.6074,0.3779,3.8202000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8202000000000003,0,0.0,8.635799999999998,-8.635799999999998,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,16,16:00-17:00,0.2527,0.0,10.107999999999999,0.0,10.107999999999999,0.6074,0.3779,3.75,2.140188963132832e-17,2.140188963132832e-17,4.2803779262656637e-16,4.2803779262656637e-16,3.210283444699248e-17,8.881784197001252e-16,6.420566889398497e-17,3.750000000000001,0,0.0,6.357999999999998,-6.357999999999998,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,17,17:00-18:00,0.1596,0.0,6.3839999999999995,0.0,6.3839999999999995,0.6074,0.3779,3.1398,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,3.1398000000000006,0,0.0,3.244199999999999,-3.244199999999999,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,18,18:00-19:00,0.1607,0.0,6.428000000000001,0.0,6.428000000000001,0.8024,0.3779,2.61,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,2.6100000000000003,0,0.0,3.8180000000000005,-3.8180000000000005,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,19,19:00-20:00,0.1434,0.0,5.736,0.0,5.736,0.8024,0.3779,2.1198,2.140188963132832e-17,2.140188963132832e-17,4.2803779262656637e-16,4.2803779262656637e-16,3.210283444699248e-17,8.881784197001252e-16,6.420566889398497e-17,2.119800000000001,0,0.0,3.6161999999999987,-3.6161999999999987,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,20,20:00-21:00,0.0938,0.0,3.752,0.0,3.752,0.8024,0.3779,1.8599999999999999,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,1.8600000000000003,0,0.0,1.8919999999999995,-1.8919999999999995,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,21,21:00-22:00,0.0923,0.0,3.6919999999999997,0.0,3.6919999999999997,0.6074,0.3779,1.6301999999999999,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,1.6302000000000003,0,0.0,2.0617999999999994,-2.0617999999999994,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,22,22:00-23:00,0.122,0.0,4.88,0.0,4.88,0.6074,0.3779,1.56,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,1.5600000000000005,0,0.0,3.3199999999999994,-3.3199999999999994,0,15.247897485631455,grid_connected_same_production
W1_PV4,1,4,23,23:00-24:00,0.0798,0.0,3.1919999999999997,0.0,3.1919999999999997,0.3424,0.3779,1.4802,0.9999999999999999,0.9999999999999999,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,2.9999999999999996,42.980199999999996,1,39.788199999999996,0.0,39.788199999999996,1,15.247897485631455,grid_connected_same_production
W2_PV1,2,1,0,0:00-1:00,0.1328,0.0,5.312,0.0,5.312,0.3424,0.3779,1.3698000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.8698,1,37.5578,0.0,37.5578,1,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,1,1:00-2:00,0.2125,0.0,8.5,0.0,8.5,0.3424,0.3779,1.0997999999999999,0.9999999999999997,0.9999999999999997,19.999999999999993,19.999999999999993,1.4999999999999996,41.499999999999986,2.999999999999999,42.59979999999999,1,34.09979999999999,0.0,34.09979999999999,1,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,2,2:00-3:00,0.2345,0.0,9.379999999999999,0.0,9.379999999999999,0.3424,0.3779,0.7998000000000001,0.9999999999999999,0.9999999999999999,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,2.9999999999999996,42.29979999999999,1,32.919799999999995,0.0,32.919799999999995,1,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,3,3:00-4:00,0.2576,0.0,10.304,0.0,10.304,0.3424,0.3779,0.99,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.49,1,32.186,0.0,32.186,1,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,4,4:00-5:00,0.2475,0.0,9.9,0.0,9.9,0.3424,0.3779,1.1802000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.6802,1,32.7802,0.0,32.7802,1,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,5,5:00-6:00,0.2405,0.0,9.62,0.0,9.62,0.3424,0.3779,1.6301999999999999,0.9999999999999999,0.9999999999999999,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,2.9999999999999996,43.130199999999995,1,33.5102,0.0,33.5102,1,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,6,6:00-7:00,0.2285,0.22,9.14,14.08,23.22,0.3424,0.3779,2.5002,0.9999999999999999,0.9999999999999999,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,2.9999999999999996,44.00019999999999,1,20.780199999999997,0.0,20.780199999999997,1,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,7,7:00-8:00,0.191,0.4,7.640000000000001,25.6,33.24,0.6074,0.3779,3.3701999999999996,0.3573892190016296,0.3573892190016296,7.147784380032593,7.147784380032593,0.5360838285024444,14.83165258856763,1.0721676570048888,18.20185258856763,1,0.0,15.038147411432373,-15.038147411432373,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,8,8:00-9:00,0.1187,0.58,4.748,37.12,41.867999999999995,0.6074,0.3779,4.0098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0098,0,0.0,37.8582,-37.8582,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,9,9:00-10:00,0.1215,0.72,4.859999999999999,46.08,50.94,0.6074,0.3779,4.199999999999999,1.7121511705062656e-16,1.7121511705062656e-16,3.424302341012531e-15,3.424302341012531e-15,2.5682267557593986e-16,7.105427357601002e-15,5.136453511518797e-16,4.200000000000006,0,0.0,46.73999999999999,-46.73999999999999,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,10,10:00-11:00,0.1334,0.82,5.335999999999999,52.48,57.815999999999995,0.8024,0.3779,4.1202,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.6202,1,0.0,12.195799999999998,-12.195799999999998,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,11,11:00-12:00,0.1073,0.86,4.292,55.04,59.332,0.8024,0.3779,3.9000000000000004,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.4,1,0.0,13.932000000000004,-13.932000000000004,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,12,12:00-13:00,0.1042,0.88,4.168,56.32,60.488,0.8024,0.3779,3.2598000000000003,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.7598,1,0.0,15.728200000000001,-15.728200000000001,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,13,13:00-14:00,0.1697,0.88,6.787999999999999,56.32,63.108,0.8024,0.3779,2.6898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6898,0,0.0,60.4182,-60.4182,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,14,14:00-15:00,0.2091,0.82,8.364,52.48,60.843999999999994,0.8024,0.3779,3.63,1.0,1.0,20.0,20.0,1.5,41.5,3.0,45.13,1,0.0,15.713999999999992,-15.713999999999992,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,15,15:00-16:00,0.2101,0.7,8.404,44.8,53.20399999999999,0.6074,0.3779,3.8202000000000003,1.7121511705062656e-16,1.7121511705062656e-16,3.424302341012531e-15,3.424302341012531e-15,2.5682267557593986e-16,7.105427357601002e-15,5.136453511518797e-16,3.8202000000000074,0,0.0,49.38379999999999,-49.38379999999999,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,16,16:00-17:00,0.1474,0.52,5.896,33.28,39.176,0.6074,0.3779,3.75,3.424302341012531e-16,3.424302341012531e-16,6.848604682025062e-15,6.848604682025062e-15,5.136453511518797e-16,1.4210854715202004e-14,1.0272907023037595e-15,3.750000000000014,0,0.0,35.42599999999999,-35.42599999999999,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,17,17:00-18:00,0.1652,0.38,6.6080000000000005,24.32,30.928,0.6074,0.3779,3.1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1398,0,0.0,27.7882,-27.7882,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,18,18:00-19:00,0.1563,0.18,6.252,11.52,17.772,0.8024,0.3779,2.61,5.136453511518796e-16,5.136453511518796e-16,1.0272907023037593e-14,1.0272907023037593e-14,7.704680267278194e-16,2.1316282072803006e-14,1.5409360534556388e-15,2.610000000000021,0,0.0,15.161999999999978,-15.161999999999978,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,19,19:00-20:00,0.1078,0.0,4.312,0.0,4.312,0.8024,0.3779,2.1198,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,2.1198000000000006,0,0.0,2.1921999999999997,-2.1921999999999997,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,20,20:00-21:00,0.0582,0.0,2.3280000000000003,0.0,2.3280000000000003,0.8024,0.3779,1.8599999999999999,1.471379912153822e-17,1.471379912153822e-17,2.942759824307644e-16,2.942759824307644e-16,2.2070698682307332e-17,6.106226635438361e-16,4.4141397364614664e-17,1.8600000000000005,0,0.0,0.4679999999999998,-0.4679999999999998,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,21,21:00-22:00,0.0373,0.0,1.492,0.0,1.492,0.6074,0.3779,1.6301999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6301999999999999,0,0.13819999999999988,0.0,0.13819999999999988,1,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,22,22:00-23:00,0.0531,0.0,2.124,0.0,2.124,0.6074,0.3779,1.56,1.3376181019580199e-17,1.3376181019580199e-17,2.6752362039160396e-16,2.6752362039160396e-16,2.00642715293703e-17,5.551115123125782e-16,4.01285430587406e-17,1.5600000000000005,0,0.0,0.5639999999999995,-0.5639999999999995,0,37.0721676570049,grid_connected_same_production
W2_PV1,2,1,23,23:00-24:00,0.0924,0.0,3.6959999999999997,0.0,3.6959999999999997,0.3424,0.3779,1.4802,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.980199999999996,1,39.2842,0.0,39.2842,1,37.0721676570049,grid_connected_same_production
W2_PV2,2,2,0,0:00-1:00,0.1328,0.0,5.312,0.0,5.312,0.3424,0.3779,1.3698000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.8698,1,37.5578,0.0,37.5578,1,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,1,1:00-2:00,0.2125,0.0,8.5,0.0,8.5,0.3424,0.3779,1.0997999999999999,0.9999999999999997,0.9999999999999997,19.999999999999993,19.999999999999993,1.4999999999999996,41.499999999999986,2.999999999999999,42.59979999999999,1,34.09979999999999,0.0,34.09979999999999,1,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,2,2:00-3:00,0.2345,0.0,9.379999999999999,0.0,9.379999999999999,0.3424,0.3779,0.7998000000000001,0.9999999999999999,0.9999999999999999,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,2.9999999999999996,42.29979999999999,1,32.919799999999995,0.0,32.919799999999995,1,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,3,3:00-4:00,0.2576,0.0,10.304,0.0,10.304,0.3424,0.3779,0.99,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.49,1,32.186,0.0,32.186,1,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,4,4:00-5:00,0.2475,0.0,9.9,0.0,9.9,0.3424,0.3779,1.1802000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.6802,1,32.7802,0.0,32.7802,1,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,5,5:00-6:00,0.2405,0.0,9.62,0.0,9.62,0.3424,0.3779,1.6301999999999999,0.9999999999999999,0.9999999999999999,19.999999999999996,19.999999999999996,1.4999999999999998,41.49999999999999,2.9999999999999996,43.130199999999995,1,33.5102,0.0,33.5102,1,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,6,6:00-7:00,0.2285,0.0,9.14,0.0,9.14,0.3424,0.3779,2.5002,0.9999999999999998,0.9999999999999998,19.999999999999996,19.999999999999996,1.4999999999999996,41.49999999999999,2.999999999999999,44.00019999999999,1,34.86019999999999,0.0,34.86019999999999,1,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,7,7:00-8:00,0.191,0.05,7.640000000000001,3.2,10.84,0.6074,0.3779,3.3701999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3701999999999996,0,0.0,7.4698,-7.4698,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,8,8:00-9:00,0.1187,0.17,4.748,10.88,15.628,0.6074,0.3779,4.0098,4.280377926265664e-17,4.280377926265664e-17,8.5607558525313275e-16,8.5607558525313275e-16,6.420566889398497e-17,1.7763568394002505e-15,1.2841133778796993e-16,4.009800000000002,0,0.0,11.618199999999998,-11.618199999999998,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,9,9:00-10:00,0.1215,0.28,4.859999999999999,17.92,22.78,0.6074,0.3779,4.199999999999999,4.2803779262656637e-16,4.2803779262656637e-16,8.560755852531327e-15,8.560755852531327e-15,6.420566889398496e-16,1.77635683940025e-14,1.2841133778796991e-15,4.200000000000017,0,0.0,18.579999999999984,-18.579999999999984,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,10,10:00-11:00,0.1334,0.39,5.335999999999999,24.96,30.296,0.8024,0.3779,4.1202,4.2803779262656637e-16,4.2803779262656637e-16,8.560755852531327e-15,8.560755852531327e-15,6.420566889398496e-16,1.77635683940025e-14,1.2841133778796991e-15,4.120200000000017,0,0.0,26.17579999999998,-26.17579999999998,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,11,11:00-12:00,0.1073,0.49,4.292,31.36,35.652,0.8024,0.3779,3.9000000000000004,0.168534730212919,0.168534730212919,3.37069460425838,3.37069460425838,0.25280209531937853,6.994191303836138,0.5056041906387571,10.894191303836138,1,0.0,24.757808696163863,-24.757808696163863,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,12,12:00-13:00,0.1042,0.56,4.168,35.84,40.008,0.8024,0.3779,3.2598000000000003,1.7121511705062656e-16,1.7121511705062656e-16,3.424302341012531e-15,3.424302341012531e-15,2.5682267557593986e-16,7.105427357601002e-15,5.136453511518797e-16,3.2598000000000074,0,0.0,36.7482,-36.7482,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,13,13:00-14:00,0.1697,0.58,6.787999999999999,37.12,43.907999999999994,0.8024,0.3779,2.6898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6898,0,0.0,41.218199999999996,-41.218199999999996,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,14,14:00-15:00,0.2091,0.5,8.364,32.0,40.364000000000004,0.8024,0.3779,3.63,5.136453511518796e-16,5.136453511518796e-16,1.0272907023037593e-14,1.0272907023037593e-14,7.704680267278194e-16,2.1316282072803006e-14,1.5409360534556388e-15,3.630000000000021,0,0.0,36.73399999999998,-36.73399999999998,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,15,15:00-16:00,0.2101,0.4,8.404,25.6,34.004000000000005,0.6074,0.3779,3.8202000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8202000000000003,0,0.0,30.183800000000005,-30.183800000000005,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,16,16:00-17:00,0.1474,0.3,5.896,19.2,25.096,0.6074,0.3779,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0,0.0,21.346,-21.346,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,17,17:00-18:00,0.1652,0.15,6.6080000000000005,9.6,16.208,0.6074,0.3779,3.1398,1.7121511705062656e-16,1.7121511705062656e-16,3.424302341012531e-15,3.424302341012531e-15,2.5682267557593986e-16,7.105427357601002e-15,5.136453511518797e-16,3.1398000000000073,0,0.0,13.06819999999999,-13.06819999999999,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,18,18:00-19:00,0.1563,0.05,6.252,3.2,9.452,0.8024,0.3779,2.61,3.8523401336390975e-16,3.8523401336390975e-16,7.704680267278194e-15,7.704680267278194e-15,5.778510200458646e-16,1.5987211554602254e-14,1.1557020400917292e-15,2.610000000000016,0,0.0,6.8419999999999845,-6.8419999999999845,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,19,19:00-20:00,0.1078,0.0,4.312,0.0,4.312,0.8024,0.3779,2.1198,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,2.1198000000000006,0,0.0,2.1921999999999997,-2.1921999999999997,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,20,20:00-21:00,0.0582,0.0,2.3280000000000003,0.0,2.3280000000000003,0.8024,0.3779,1.8599999999999999,1.471379912153822e-17,1.471379912153822e-17,2.942759824307644e-16,2.942759824307644e-16,2.2070698682307332e-17,6.106226635438361e-16,4.4141397364614664e-17,1.8600000000000005,0,0.0,0.4679999999999998,-0.4679999999999998,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,21,21:00-22:00,0.0373,0.0,1.492,0.0,1.492,0.6074,0.3779,1.6301999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6301999999999999,0,0.13819999999999988,0.0,0.13819999999999988,1,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,22,22:00-23:00,0.0531,0.0,2.124,0.0,2.124,0.6074,0.3779,1.56,1.3376181019580199e-17,1.3376181019580199e-17,2.6752362039160396e-16,2.6752362039160396e-16,2.00642715293703e-17,5.551115123125782e-16,4.01285430587406e-17,1.5600000000000005,0,0.0,0.5639999999999995,-0.5639999999999995,0,24.505604190638763,grid_connected_same_production
W2_PV2,2,2,23,23:00-24:00,0.0924,0.0,3.6959999999999997,0.0,3.6959999999999997,0.3424,0.3779,1.4802,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.980199999999996,1,39.2842,0.0,39.2842,1,24.505604190638763,grid_connected_same_production
W2_PV3,2,3,0,0:00-1:00,0.1328,0.0,5.312,0.0,5.312,0.3424,0.3779,1.3698000000000001,1.0,1.0,20.0,20.0,1.5,41.5,3.0,42.8698,1,37.5578,0.0,37.5578,1,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,1,1:00-2:00,0.2125,0.0,8.5,0.0,8.5,0.3424,0.3779,1.0997999999999999,0.9999999999999997,0.9999999999999997,19.999999999999993,19.999999999999993,1.4999999999999996,41.499999999999986,2.999999999999999,42.59979999999999,1,34.09979999999999,0.0,34.09979999999999,1,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,2,2:00-3:00,0.2345,0.0,9.379999999999999,0.0,9.379999999999999,0.3424,0.3779,0.7998000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7998000000000001,0,0.0,8.580200000000168,-8.580200000000168,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,3,3:00-4:00,0.2576,0.0,10.304,0.0,10.304,0.3424,0.3779,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0,0.0,9.314000000000021,-9.314000000000021,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,4,4:00-5:00,0.2475,0.0,9.9,0.0,9.9,0.3424,0.3779,1.1802000000000001,8.689167190319298e-15,8.689167190319298e-15,1.7378334380638596e-13,1.7378334380638596e-13,1.3033750785478947e-14,3.606004383982509e-13,2.6067501570957895e-14,1.1802000000003607,0,0.0,8.719799999999639,-8.719799999999639,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,5,5:00-6:00,0.2405,0.0,9.62,0.0,9.62,0.3424,0.3779,1.6301999999999999,0.17422507225478864,0.17422507225478864,3.484501445095773,3.484501445095773,0.26133760838218295,7.230340498573729,0.5226752167643659,8.860540498573728,1,0.0,0.7594595014262697,-0.7594595014262697,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,6,6:00-7:00,0.2285,0.0,9.14,0.0,9.14,0.3424,0.3779,2.5002,1.0,1.0,20.0,20.0,1.5,41.5,3.0,44.0002,1,34.8602,0.0,34.8602,1,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,7,7:00-8:00,0.191,0.02,7.640000000000001,1.28,8.92,0.6074,0.3779,3.3701999999999996,2.140188963132832e-17,2.140188963132832e-17,4.2803779262656637e-16,4.2803779262656637e-16,3.210283444699248e-17,8.881784197001252e-16,6.420566889398497e-17,3.3702000000000005,0,0.0,5.549799999999999,-5.549799999999999,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,8,8:00-9:00,0.1187,0.05,4.748,3.2,7.948,0.6074,0.3779,4.0098,1.070094481566416e-17,1.070094481566416e-17,2.1401889631328319e-16,2.1401889631328319e-16,1.605141722349624e-17,4.440892098500626e-16,3.210283444699248e-17,4.0098,0,0.0,3.9381999999999997,-3.9381999999999997,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,9,9:00-10:00,0.1215,0.08,4.859999999999999,5.12,9.98,0.6074,0.3779,4.199999999999999,2.140188963132832e-17,2.140188963132832e-17,4.2803779262656637e-16,4.2803779262656637e-16,3.210283444699248e-17,8.881784197001252e-16,6.420566889398497e-17,4.2,0,0.0,5.78,-5.78,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,10,10:00-11:00,0.1334,0.12,5.335999999999999,7.68,13.015999999999998,0.8024,0.3779,4.1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1202,0,0.0,8.895799999999998,-8.895799999999998,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,11,11:00-12:00,0.1073,0.18,4.292,11.52,15.812,0.8024,0.3779,3.9000000000000004,5.136453511518796e-16,5.136453511518796e-16,1.0272907023037593e-14,1.0272907023037593e-14,7.704680267278194e-16,2.1316282072803006e-14,1.5409360534556388e-15,3.9000000000000217,0,0.0,11.911999999999978,-11.911999999999978,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,12,12:00-13:00,0.1042,0.22,4.168,14.08,18.248,0.8024,0.3779,3.2598000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2598000000000003,0,0.0,14.9882,-14.9882,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,13,13:00-14:00,0.1697,0.22,6.787999999999999,14.08,20.868,0.8024,0.3779,2.6898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6898,0,0.0,18.178199999999997,-18.178199999999997,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,14,14:00-15:00,0.2091,0.18,8.364,11.52,19.884,0.8024,0.3779,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,0,0.0,16.254,-16.254,0,12.522675216764384,grid_connected_same_production
W2_PV3,2,3,15,15:00-16:00,0.2101,0.11,8.404,7.04,15.443999999999999,0.6074,0.3779,3.8202000000000003,4.280377926265664e-17,4.280377926265664e-17,8.5607558525313275e-16,8.5607558525313275e-16,6.420566889398497e-17,1.7763568394002505e-15,1.2841133778796993e-16,3.820200000000002,0,0.0,11.623799999999997,-11.623799999999997,0,12.522675216764384,grid_connected_same_production
