scenario,wind_scenario,pv_scenario,hour,time,wind_pu,pv_pu,wind_mw,pv_mw,renewable_mw,purchase_price_yuan_per_kwh,sell_price_yuan_per_kwh,regular_load_mw,production_on,marginal_on_cost_yuan,alk_load_mw,pem_load_mw,ammonia_load_mw,process_load_mw,ammonia_output_t,total_load_mw,grid_purchase_mw,grid_sale_mw,grid_exchange_mw,case_name,production_t_per_day,required_on_hours,equipment_utilization
W2_PV2,2,2,15,15:00-16:00,0.2101,0.4,8.404,25.6,34.004000000000005,0.6074,0.3779,3.8202000000000003,1,23282.9179,20.0,20.0,1.5,41.5,3.0,45.3202,11.316199999999995,0.0,11.316199999999995,W2_PV2,45,15,0.625
W2_PV2,2,2,16,16:00-17:00,0.1474,0.3,5.896,19.2,25.096,0.6074,0.3779,3.75,1,25311.193000000003,20.0,20.0,1.5,41.5,3.0,45.25,20.154,0.0,20.154,W2_PV2,45,15,0.625
W2_PV2,2,2,17,17:00-18:00,0.1652,0.15,6.6080000000000005,9.6,16.208,0.6074,0.3779,3.1398,0,27210.948100000005,0.0,0.0,0.0,0.0,0.0,3.1398,0.0,13.068199999999997,-13.068199999999997,W2_PV2,45,15,0.625
W2_PV2,2,2,18,18:00-19:00,0.1563,0.05,6.252,3.2,9.452,0.8024,0.3779,2.61,0,35398.171,0.0,0.0,0.0,0.0,0.0,2.61,0.0,6.8420000000000005,-6.8420000000000005,W2_PV2,45,15,0.625
W2_PV2,2,2,19,19:00-20:00,0.1078,0.0,4.312,0.0,4.312,0.8024,0.3779,2.1198,0,37372.0111,0.0,0.0,0.0,0.0,0.0,2.1198,0.0,2.1922,-2.1922,W2_PV2,45,15,0.625
W2_PV2,2,2,20,20:00-21:00,0.0582,0.0,2.3280000000000003,0.0,2.3280000000000003,0.8024,0.3779,1.8599999999999999,0,38103.934,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,0.0,0.4680000000000004,-0.4680000000000004,W2_PV2,45,15,0.625
W2_PV2,2,2,21,21:00-22:00,0.0373,0.0,1.492,0.0,1.492,0.6074,0.3779,1.6301999999999999,0,30210.100000000006,0.0,0.0,0.0,0.0,0.0,1.6301999999999999,0.13819999999999988,0.0,0.13819999999999988,W2_PV2,45,15,0.625
W2_PV2,2,2,22,22:00-23:00,0.0531,0.0,2.124,0.0,2.124,0.6074,0.3779,1.56,0,30080.662000000004,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.5640000000000001,-0.5640000000000001,W2_PV2,45,15,0.625
W2_PV2,2,2,23,23:00-24:00,0.0924,0.0,3.6959999999999997,0.0,3.6959999999999997,0.3424,0.3779,1.4802,1,19291.260899999997,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.2842,0.0,39.2842,W2_PV2,45,15,0.625
W2_PV2,2,2,0,0:00-1:00,0.1328,0.0,5.312,0.0,5.312,0.3424,0.3779,1.3698000000000001,1,19352.5481,20.0,20.0,1.5,41.5,3.0,42.8698,37.5578,0.0,37.5578,W2_PV2,36,12,0.5
W2_PV2,2,2,1,1:00-2:00,0.2125,0.0,8.5,0.0,8.5,0.3424,0.3779,1.0997999999999999,1,19475.307099999998,20.0,20.0,1.5,41.5,3.0,42.5998,34.0998,0.0,34.0998,W2_PV2,36,12,0.5
W2_PV2,2,2,2,2:00-3:00,0.2345,0.0,9.379999999999999,0.0,9.379999999999999,0.3424,0.3779,0.7998000000000001,1,19517.197099999998,20.0,20.0,1.5,41.5,3.0,42.2998,32.919799999999995,0.0,32.919799999999995,W2_PV2,36,12,0.5
W2_PV2,2,2,3,3:00-4:00,0.2576,0.0,10.304,0.0,10.304,0.3424,0.3779,0.99,1,19543.247,20.0,20.0,1.5,41.5,3.0,42.49,32.186,0.0,32.186,W2_PV2,36,12,0.5
W2_PV2,2,2,4,4:00-5:00,0.2475,0.0,9.9,0.0,9.9,0.3424,0.3779,1.1802000000000001,1,19522.1529,20.0,20.0,1.5,41.5,3.0,42.6802,32.7802,0.0,32.7802,W2_PV2,36,12,0.5
W2_PV2,2,2,5,5:00-6:00,0.2405,0.0,9.62,0.0,9.62,0.3424,0.3779,1.6301999999999999,1,19496.2379,20.0,20.0,1.5,41.5,3.0,43.1302,33.510200000000005,0.0,33.510200000000005,W2_PV2,36,12,0.5
W2_PV2,2,2,6,6:00-7:00,0.2285,0.0,9.14,0.0,9.14,0.3424,0.3779,2.5002,1,19448.312899999997,20.0,20.0,1.5,41.5,3.0,44.0002,34.8602,0.0,34.8602,W2_PV2,36,12,0.5
W2_PV2,2,2,7,7:00-8:00,0.191,0.05,7.640000000000001,3.2,10.84,0.6074,0.3779,3.3701999999999996,0,28495.7809,0.0,0.0,0.0,0.0,0.0,3.3701999999999996,0.0,7.4698,-7.4698,W2_PV2,36,12,0.5
W2_PV2,2,2,8,8:00-9:00,0.1187,0.17,4.748,10.88,15.628,0.6074,0.3779,4.0098,0,27543.723100000003,0.0,0.0,0.0,0.0,0.0,4.0098,0.0,11.6182,-11.6182,W2_PV2,36,12,0.5
W2_PV2,2,2,9,9:00-10:00,0.1215,0.28,4.859999999999999,17.92,22.78,0.6074,0.3779,4.199999999999999,0,25945.990000000005,0.0,0.0,0.0,0.0,0.0,4.199999999999999,0.0,18.580000000000002,-18.580000000000002,W2_PV2,36,12,0.5
W2_PV2,2,2,10,10:00-11:00,0.1334,0.39,5.335999999999999,24.96,30.296,0.8024,0.3779,4.1202,0,27190.972899999997,0.0,0.0,0.0,0.0,0.0,4.1202,0.0,26.1758,-26.1758,W2_PV2,36,12,0.5
W2_PV2,2,2,11,11:00-12:00,0.1073,0.49,4.292,31.36,35.652,0.8024,0.3779,3.9000000000000004,0,24823.876,0.0,0.0,0.0,0.0,0.0,3.9000000000000004,0.0,31.752000000000002,-31.752000000000002,W2_PV2,36,12,0.5
W2_PV2,2,2,12,12:00-13:00,0.1042,0.56,4.168,35.84,40.008,0.8024,0.3779,3.2598000000000003,1,22702.9891,20.0,20.0,1.5,41.5,3.0,44.7598,4.751799999999996,0.0,4.751799999999996,W2_PV2,36,12,0.5
W2_PV2,2,2,13,13:00-14:00,0.1697,0.58,6.787999999999999,37.12,43.907999999999994,0.8024,0.3779,2.6898,1,20805.474100000003,20.0,20.0,1.5,41.5,3.0,44.1898,0.28180000000000405,0.0,0.28180000000000405,W2_PV2,36,12,0.5
W2_PV2,2,2,14,14:00-15:00,0.2091,0.5,8.364,32.0,40.364000000000004,0.8024,0.3779,3.63,1,22709.017,20.0,20.0,1.5,41.5,3.0,45.13,4.765999999999998,0.0,4.765999999999998,W2_PV2,36,12,0.5
W2_PV2,2,2,15,15:00-16:00,0.2101,0.4,8.404,25.6,34.004000000000005,0.6074,0.3779,3.8202000000000003,1,23282.9179,20.0,20.0,1.5,41.5,3.0,45.3202,11.316199999999995,0.0,11.316199999999995,W2_PV2,36,12,0.5
W2_PV2,2,2,16,16:00-17:00,0.1474,0.3,5.896,19.2,25.096,0.6074,0.3779,3.75,0,25311.193000000003,0.0,0.0,0.0,0.0,0.0,3.75,0.0,21.346,-21.346,W2_PV2,36,12,0.5
W2_PV2,2,2,17,17:00-18:00,0.1652,0.15,6.6080000000000005,9.6,16.208,0.6074,0.3779,3.1398,0,27210.948100000005,0.0,0.0,0.0,0.0,0.0,3.1398,0.0,13.068199999999997,-13.068199999999997,W2_PV2,36,12,0.5
W2_PV2,2,2,18,18:00-19:00,0.1563,0.05,6.252,3.2,9.452,0.8024,0.3779,2.61,0,35398.171,0.0,0.0,0.0,0.0,0.0,2.61,0.0,6.8420000000000005,-6.8420000000000005,W2_PV2,36,12,0.5
W2_PV2,2,2,19,19:00-20:00,0.1078,0.0,4.312,0.0,4.312,0.8024,0.3779,2.1198,0,37372.0111,0.0,0.0,0.0,0.0,0.0,2.1198,0.0,2.1922,-2.1922,W2_PV2,36,12,0.5
W2_PV2,2,2,20,20:00-21:00,0.0582,0.0,2.3280000000000003,0.0,2.3280000000000003,0.8024,0.3779,1.8599999999999999,0,38103.934,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,0.0,0.4680000000000004,-0.4680000000000004,W2_PV2,36,12,0.5
W2_PV2,2,2,21,21:00-22:00,0.0373,0.0,1.492,0.0,1.492,0.6074,0.3779,1.6301999999999999,0,30210.100000000006,0.0,0.0,0.0,0.0,0.0,1.6301999999999999,0.13819999999999988,0.0,0.13819999999999988,W2_PV2,36,12,0.5
W2_PV2,2,2,22,22:00-23:00,0.0531,0.0,2.124,0.0,2.124,0.6074,0.3779,1.56,0,30080.662000000004,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.5640000000000001,-0.5640000000000001,W2_PV2,36,12,0.5
W2_PV2,2,2,23,23:00-24:00,0.0924,0.0,3.6959999999999997,0.0,3.6959999999999997,0.3424,0.3779,1.4802,1,19291.260899999997,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.2842,0.0,39.2842,W2_PV2,36,12,0.5
W2_PV3,2,3,0,0:00-1:00,0.1328,0.0,5.312,0.0,5.312,0.3424,0.3779,1.3698000000000001,1,19352.5481,20.0,20.0,1.5,41.5,3.0,42.8698,37.5578,0.0,37.5578,W2_PV3,72,24,1.0
W2_PV3,2,3,1,1:00-2:00,0.2125,0.0,8.5,0.0,8.5,0.3424,0.3779,1.0997999999999999,1,19475.307099999998,20.0,20.0,1.5,41.5,3.0,42.5998,34.0998,0.0,34.0998,W2_PV3,72,24,1.0
W2_PV3,2,3,2,2:00-3:00,0.2345,0.0,9.379999999999999,0.0,9.379999999999999,0.3424,0.3779,0.7998000000000001,1,19517.197099999998,20.0,20.0,1.5,41.5,3.0,42.2998,32.919799999999995,0.0,32.919799999999995,W2_PV3,72,24,1.0
W2_PV3,2,3,3,3:00-4:00,0.2576,0.0,10.304,0.0,10.304,0.3424,0.3779,0.99,1,19543.247,20.0,20.0,1.5,41.5,3.0,42.49,32.186,0.0,32.186,W2_PV3,72,24,1.0
W2_PV3,2,3,4,4:00-5:00,0.2475,0.0,9.9,0.0,9.9,0.3424,0.3779,1.1802000000000001,1,19522.1529,20.0,20.0,1.5,41.5,3.0,42.6802,32.7802,0.0,32.7802,W2_PV3,72,24,1.0
W2_PV3,2,3,5,5:00-6:00,0.2405,0.0,9.62,0.0,9.62,0.3424,0.3779,1.6301999999999999,1,19496.2379,20.0,20.0,1.5,41.5,3.0,43.1302,33.510200000000005,0.0,33.510200000000005,W2_PV3,72,24,1.0
W2_PV3,2,3,6,6:00-7:00,0.2285,0.0,9.14,0.0,9.14,0.3424,0.3779,2.5002,1,19448.312899999997,20.0,20.0,1.5,41.5,3.0,44.0002,34.8602,0.0,34.8602,W2_PV3,72,24,1.0
W2_PV3,2,3,7,7:00-8:00,0.191,0.02,7.640000000000001,1.28,8.92,0.6074,0.3779,3.3701999999999996,1,28936.4209,20.0,20.0,1.5,41.5,3.0,44.8702,35.950199999999995,0.0,35.950199999999995,W2_PV3,72,24,1.0
W2_PV3,2,3,8,8:00-9:00,0.1187,0.05,4.748,3.2,7.948,0.6074,0.3779,4.0098,1,29306.2831,20.0,20.0,1.5,41.5,3.0,45.5098,37.5618,0.0,37.5618,W2_PV3,72,24,1.0
W2_PV3,2,3,9,9:00-10:00,0.1215,0.08,4.859999999999999,5.12,9.98,0.6074,0.3779,4.199999999999999,1,28883.590000000004,20.0,20.0,1.5,41.5,3.0,45.7,35.72,0.0,35.72,W2_PV3,72,24,1.0
W2_PV3,2,3,10,10:00-11:00,0.1334,0.12,5.335999999999999,7.68,13.015999999999998,0.8024,0.3779,4.1202,1,34526.332899999994,20.0,20.0,1.5,41.5,3.0,45.6202,32.6042,0.0,32.6042,W2_PV3,72,24,1.0
W2_PV3,2,3,11,11:00-12:00,0.1073,0.18,4.292,11.52,15.812,0.8024,0.3779,3.9000000000000004,1,33245.956,20.0,20.0,1.5,41.5,3.0,45.4,29.588,0.0,29.588,W2_PV3,72,24,1.0
W2_PV3,2,3,12,12:00-13:00,0.1042,0.22,4.168,14.08,18.248,0.8024,0.3779,3.2598000000000003,1,31940.109099999994,20.0,20.0,1.5,41.5,3.0,44.7598,26.511799999999997,0.0,26.511799999999997,W2_PV3,72,24,1.0
W2_PV3,2,3,13,13:00-14:00,0.1697,0.22,6.787999999999999,14.08,20.868,0.8024,0.3779,2.6898,1,30585.9541,20.0,20.0,1.5,41.5,3.0,44.1898,23.3218,0.0,23.3218,W2_PV3,72,24,1.0
W2_PV3,2,3,14,14:00-15:00,0.2091,0.18,8.364,11.52,19.884,0.8024,0.3779,3.63,1,31402.777000000006,20.0,20.0,1.5,41.5,3.0,45.13,25.246000000000002,0.0,25.246000000000002,W2_PV3,72,24,1.0
W2_PV3,2,3,15,15:00-16:00,0.2101,0.11,8.404,7.04,15.443999999999999,0.6074,0.3779,3.8202000000000003,1,27542.437900000004,20.0,20.0,1.5,41.5,3.0,45.3202,29.8762,0.0,29.8762,W2_PV3,72,24,1.0
W2_PV3,2,3,16,16:00-17:00,0.1474,0.08,5.896,5.12,11.016,0.6074,0.3779,3.75,1,28542.553000000004,20.0,20.0,1.5,41.5,3.0,45.25,34.234,0.0,34.234,W2_PV3,72,24,1.0
W2_PV3,2,3,17,17:00-18:00,0.1652,0.05,6.6080000000000005,3.2,9.808,0.6074,0.3779,3.1398,1,28679.7481,20.0,20.0,1.5,41.5,3.0,44.6398,34.8318,0.0,34.8318,W2_PV3,72,24,1.0
W2_PV3,2,3,18,18:00-19:00,0.1563,0.02,6.252,1.28,7.532,0.8024,0.3779,2.61,1,36213.210999999996,20.0,20.0,1.5,41.5,3.0,44.11,36.578,0.0,36.578,W2_PV3,72,24,1.0
W2_PV3,2,3,19,19:00-20:00,0.1078,0.0,4.312,0.0,4.312,0.8024,0.3779,2.1198,1,37372.0111,20.0,20.0,1.5,41.5,3.0,43.6198,39.3078,0.0,39.3078,W2_PV3,72,24,1.0
W2_PV3,2,3,20,20:00-21:00,0.0582,0.0,2.3280000000000003,0.0,2.3280000000000003,0.8024,0.3779,1.8599999999999999,1,38103.934,20.0,20.0,1.5,41.5,3.0,43.36,41.032,0.0,41.032,W2_PV3,72,24,1.0
W2_PV3,2,3,21,21:00-22:00,0.0373,0.0,1.492,0.0,1.492,0.6074,0.3779,1.6301999999999999,1,30210.100000000006,20.0,20.0,1.5,41.5,3.0,43.1302,41.638200000000005,0.0,41.638200000000005,W2_PV3,72,24,1.0
W2_PV3,2,3,22,22:00-23:00,0.0531,0.0,2.124,0.0,2.124,0.6074,0.3779,1.56,1,30080.662000000004,20.0,20.0,1.5,41.5,3.0,43.06,40.936,0.0,40.936,W2_PV3,72,24,1.0
W2_PV3,2,3,23,23:00-24:00,0.0924,0.0,3.6959999999999997,0.0,3.6959999999999997,0.3424,0.3779,1.4802,1,19291.260899999997,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.2842,0.0,39.2842,W2_PV3,72,24,1.0
W2_PV3,2,3,0,0:00-1:00,0.1328,0.0,5.312,0.0,5.312,0.3424,0.3779,1.3698000000000001,1,19352.5481,20.0,20.0,1.5,41.5,3.0,42.8698,37.5578,0.0,37.5578,W2_PV3,63,21,0.875
W2_PV3,2,3,1,1:00-2:00,0.2125,0.0,8.5,0.0,8.5,0.3424,0.3779,1.0997999999999999,1,19475.307099999998,20.0,20.0,1.5,41.5,3.0,42.5998,34.0998,0.0,34.0998,W2_PV3,63,21,0.875
W2_PV3,2,3,2,2:00-3:00,0.2345,0.0,9.379999999999999,0.0,9.379999999999999,0.3424,0.3779,0.7998000000000001,1,19517.197099999998,20.0,20.0,1.5,41.5,3.0,42.2998,32.919799999999995,0.0,32.919799999999995,W2_PV3,63,21,0.875
W2_PV3,2,3,3,3:00-4:00,0.2576,0.0,10.304,0.0,10.304,0.3424,0.3779,0.99,1,19543.247,20.0,20.0,1.5,41.5,3.0,42.49,32.186,0.0,32.186,W2_PV3,63,21,0.875
W2_PV3,2,3,4,4:00-5:00,0.2475,0.0,9.9,0.0,9.9,0.3424,0.3779,1.1802000000000001,1,19522.1529,20.0,20.0,1.5,41.5,3.0,42.6802,32.7802,0.0,32.7802,W2_PV3,63,21,0.875
W2_PV3,2,3,5,5:00-6:00,0.2405,0.0,9.62,0.0,9.62,0.3424,0.3779,1.6301999999999999,1,19496.2379,20.0,20.0,1.5,41.5,3.0,43.1302,33.510200000000005,0.0,33.510200000000005,W2_PV3,63,21,0.875
W2_PV3,2,3,6,6:00-7:00,0.2285,0.0,9.14,0.0,9.14,0.3424,0.3779,2.5002,1,19448.312899999997,20.0,20.0,1.5,41.5,3.0,44.0002,34.8602,0.0,34.8602,W2_PV3,63,21,0.875
W2_PV3,2,3,7,7:00-8:00,0.191,0.02,7.640000000000001,1.28,8.92,0.6074,0.3779,3.3701999999999996,1,28936.4209,20.0,20.0,1.5,41.5,3.0,44.8702,35.950199999999995,0.0,35.950199999999995,W2_PV3,63,21,0.875
W2_PV3,2,3,8,8:00-9:00,0.1187,0.05,4.748,3.2,7.948,0.6074,0.3779,4.0098,1,29306.2831,20.0,20.0,1.5,41.5,3.0,45.5098,37.5618,0.0,37.5618,W2_PV3,63,21,0.875
W2_PV3,2,3,9,9:00-10:00,0.1215,0.08,4.859999999999999,5.12,9.98,0.6074,0.3779,4.199999999999999,1,28883.590000000004,20.0,20.0,1.5,41.5,3.0,45.7,35.72,0.0,35.72,W2_PV3,63,21,0.875
W2_PV3,2,3,10,10:00-11:00,0.1334,0.12,5.335999999999999,7.68,13.015999999999998,0.8024,0.3779,4.1202,1,34526.332899999994,20.0,20.0,1.5,41.5,3.0,45.6202,32.6042,0.0,32.6042,W2_PV3,63,21,0.875
W2_PV3,2,3,11,11:00-12:00,0.1073,0.18,4.292,11.52,15.812,0.8024,0.3779,3.9000000000000004,1,33245.956,20.0,20.0,1.5,41.5,3.0,45.4,29.588,0.0,29.588,W2_PV3,63,21,0.875
W2_PV3,2,3,12,12:00-13:00,0.1042,0.22,4.168,14.08,18.248,0.8024,0.3779,3.2598000000000003,1,31940.109099999994,20.0,20.0,1.5,41.5,3.0,44.7598,26.511799999999997,0.0,26.511799999999997,W2_PV3,63,21,0.875
W2_PV3,2,3,13,13:00-14:00,0.1697,0.22,6.787999999999999,14.08,20.868,0.8024,0.3779,2.6898,1,30585.9541,20.0,20.0,1.5,41.5,3.0,44.1898,23.3218,0.0,23.3218,W2_PV3,63,21,0.875
W2_PV3,2,3,14,14:00-15:00,0.2091,0.18,8.364,11.52,19.884,0.8024,0.3779,3.63,1,31402.777000000006,20.0,20.0,1.5,41.5,3.0,45.13,25.246000000000002,0.0,25.246000000000002,W2_PV3,63,21,0.875
W2_PV3,2,3,15,15:00-16:00,0.2101,0.11,8.404,7.04,15.443999999999999,0.6074,0.3779,3.8202000000000003,1,27542.437900000004,20.0,20.0,1.5,41.5,3.0,45.3202,29.8762,0.0,29.8762,W2_PV3,63,21,0.875
W2_PV3,2,3,16,16:00-17:00,0.1474,0.08,5.896,5.12,11.016,0.6074,0.3779,3.75,1,28542.553000000004,20.0,20.0,1.5,41.5,3.0,45.25,34.234,0.0,34.234,W2_PV3,63,21,0.875
W2_PV3,2,3,17,17:00-18:00,0.1652,0.05,6.6080000000000005,3.2,9.808,0.6074,0.3779,3.1398,1,28679.7481,20.0,20.0,1.5,41.5,3.0,44.6398,34.8318,0.0,34.8318,W2_PV3,63,21,0.875
W2_PV3,2,3,18,18:00-19:00,0.1563,0.02,6.252,1.28,7.532,0.8024,0.3779,2.61,0,36213.210999999996,0.0,0.0,0.0,0.0,0.0,2.61,0.0,4.922000000000001,-4.922000000000001,W2_PV3,63,21,0.875
W2_PV3,2,3,19,19:00-20:00,0.1078,0.0,4.312,0.0,4.312,0.8024,0.3779,2.1198,0,37372.0111,0.0,0.0,0.0,0.0,0.0,2.1198,0.0,2.1922,-2.1922,W2_PV3,63,21,0.875
W2_PV3,2,3,20,20:00-21:00,0.0582,0.0,2.3280000000000003,0.0,2.3280000000000003,0.8024,0.3779,1.8599999999999999,0,38103.934,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,0.0,0.4680000000000004,-0.4680000000000004,W2_PV3,63,21,0.875
W2_PV3,2,3,21,21:00-22:00,0.0373,0.0,1.492,0.0,1.492,0.6074,0.3779,1.6301999999999999,1,30210.100000000006,20.0,20.0,1.5,41.5,3.0,43.1302,41.638200000000005,0.0,41.638200000000005,W2_PV3,63,21,0.875
W2_PV3,2,3,22,22:00-23:00,0.0531,0.0,2.124,0.0,2.124,0.6074,0.3779,1.56,1,30080.662000000004,20.0,20.0,1.5,41.5,3.0,43.06,40.936,0.0,40.936,W2_PV3,63,21,0.875
W2_PV3,2,3,23,23:00-24:00,0.0924,0.0,3.6959999999999997,0.0,3.6959999999999997,0.3424,0.3779,1.4802,1,19291.260899999997,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.2842,0.0,39.2842,W2_PV3,63,21,0.875
W2_PV3,2,3,0,0:00-1:00,0.1328,0.0,5.312,0.0,5.312,0.3424,0.3779,1.3698000000000001,1,19352.5481,20.0,20.0,1.5,41.5,3.0,42.8698,37.5578,0.0,37.5578,W2_PV3,54,18,0.75
W2_PV3,2,3,1,1:00-2:00,0.2125,0.0,8.5,0.0,8.5,0.3424,0.3779,1.0997999999999999,1,19475.307099999998,20.0,20.0,1.5,41.5,3.0,42.5998,34.0998,0.0,34.0998,W2_PV3,54,18,0.75
W2_PV3,2,3,2,2:00-3:00,0.2345,0.0,9.379999999999999,0.0,9.379999999999999,0.3424,0.3779,0.7998000000000001,1,19517.197099999998,20.0,20.0,1.5,41.5,3.0,42.2998,32.919799999999995,0.0,32.919799999999995,W2_PV3,54,18,0.75
W2_PV3,2,3,3,3:00-4:00,0.2576,0.0,10.304,0.0,10.304,0.3424,0.3779,0.99,1,19543.247,20.0,20.0,1.5,41.5,3.0,42.49,32.186,0.0,32.186,W2_PV3,54,18,0.75
W2_PV3,2,3,4,4:00-5:00,0.2475,0.0,9.9,0.0,9.9,0.3424,0.3779,1.1802000000000001,1,19522.1529,20.0,20.0,1.5,41.5,3.0,42.6802,32.7802,0.0,32.7802,W2_PV3,54,18,0.75
W2_PV3,2,3,5,5:00-6:00,0.2405,0.0,9.62,0.0,9.62,0.3424,0.3779,1.6301999999999999,1,19496.2379,20.0,20.0,1.5,41.5,3.0,43.1302,33.510200000000005,0.0,33.510200000000005,W2_PV3,54,18,0.75
W2_PV3,2,3,6,6:00-7:00,0.2285,0.0,9.14,0.0,9.14,0.3424,0.3779,2.5002,1,19448.312899999997,20.0,20.0,1.5,41.5,3.0,44.0002,34.8602,0.0,34.8602,W2_PV3,54,18,0.75
W2_PV3,2,3,7,7:00-8:00,0.191,0.02,7.640000000000001,1.28,8.92,0.6074,0.3779,3.3701999999999996,1,28936.4209,20.0,20.0,1.5,41.5,3.0,44.8702,35.950199999999995,0.0,35.950199999999995,W2_PV3,54,18,0.75
W2_PV3,2,3,8,8:00-9:00,0.1187,0.05,4.748,3.2,7.948,0.6074,0.3779,4.0098,1,29306.2831,20.0,20.0,1.5,41.5,3.0,45.5098,37.5618,0.0,37.5618,W2_PV3,54,18,0.75
W2_PV3,2,3,9,9:00-10:00,0.1215,0.08,4.859999999999999,5.12,9.98,0.6074,0.3779,4.199999999999999,1,28883.590000000004,20.0,20.0,1.5,41.5,3.0,45.7,35.72,0.0,35.72,W2_PV3,54,18,0.75
W2_PV3,2,3,10,10:00-11:00,0.1334,0.12,5.335999999999999,7.68,13.015999999999998,0.8024,0.3779,4.1202,0,34526.332899999994,0.0,0.0,0.0,0.0,0.0,4.1202,0.0,8.895799999999998,-8.895799999999998,W2_PV3,54,18,0.75
W2_PV3,2,3,11,11:00-12:00,0.1073,0.18,4.292,11.52,15.812,0.8024,0.3779,3.9000000000000004,0,33245.956,0.0,0.0,0.0,0.0,0.0,3.9000000000000004,0.0,11.911999999999999,-11.911999999999999,W2_PV3,54,18,0.75
W2_PV3,2,3,12,12:00-13:00,0.1042,0.22,4.168,14.08,18.248,0.8024,0.3779,3.2598000000000003,0,31940.109099999994,0.0,0.0,0.0,0.0,0.0,3.2598000000000003,0.0,14.9882,-14.9882,W2_PV3,54,18,0.75
W2_PV3,2,3,13,13:00-14:00,0.1697,0.22,6.787999999999999,14.08,20.868,0.8024,0.3779,2.6898,1,30585.9541,20.0,20.0,1.5,41.5,3.0,44.1898,23.3218,0.0,23.3218,W2_PV3,54,18,0.75
W2_PV3,2,3,14,14:00-15:00,0.2091,0.18,8.364,11.52,19.884,0.8024,0.3779,3.63,1,31402.777000000006,20.0,20.0,1.5,41.5,3.0,45.13,25.246000000000002,0.0,25.246000000000002,W2_PV3,54,18,0.75
W2_PV3,2,3,15,15:00-16:00,0.2101,0.11,8.404,7.04,15.443999999999999,0.6074,0.3779,3.8202000000000003,1,27542.437900000004,20.0,20.0,1.5,41.5,3.0,45.3202,29.8762,0.0,29.8762,W2_PV3,54,18,0.75
W2_PV3,2,3,16,16:00-17:00,0.1474,0.08,5.896,5.12,11.016,0.6074,0.3779,3.75,1,28542.553000000004,20.0,20.0,1.5,41.5,3.0,45.25,34.234,0.0,34.234,W2_PV3,54,18,0.75
W2_PV3,2,3,17,17:00-18:00,0.1652,0.05,6.6080000000000005,3.2,9.808,0.6074,0.3779,3.1398,1,28679.7481,20.0,20.0,1.5,41.5,3.0,44.6398,34.8318,0.0,34.8318,W2_PV3,54,18,0.75
W2_PV3,2,3,18,18:00-19:00,0.1563,0.02,6.252,1.28,7.532,0.8024,0.3779,2.61,0,36213.210999999996,0.0,0.0,0.0,0.0,0.0,2.61,0.0,4.922000000000001,-4.922000000000001,W2_PV3,54,18,0.75
W2_PV3,2,3,19,19:00-20:00,0.1078,0.0,4.312,0.0,4.312,0.8024,0.3779,2.1198,0,37372.0111,0.0,0.0,0.0,0.0,0.0,2.1198,0.0,2.1922,-2.1922,W2_PV3,54,18,0.75
W2_PV3,2,3,20,20:00-21:00,0.0582,0.0,2.3280000000000003,0.0,2.3280000000000003,0.8024,0.3779,1.8599999999999999,0,38103.934,0.0,0.0,0.0,0.0,0.0,1.8599999999999999,0.0,0.4680000000000004,-0.4680000000000004,W2_PV3,54,18,0.75
W2_PV3,2,3,21,21:00-22:00,0.0373,0.0,1.492,0.0,1.492,0.6074,0.3779,1.6301999999999999,1,30210.100000000006,20.0,20.0,1.5,41.5,3.0,43.1302,41.638200000000005,0.0,41.638200000000005,W2_PV3,54,18,0.75
W2_PV3,2,3,22,22:00-23:00,0.0531,0.0,2.124,0.0,2.124,0.6074,0.3779,1.56,1,30080.662000000004,20.0,20.0,1.5,41.5,3.0,43.06,40.936,0.0,40.936,W2_PV3,54,18,0.75
W2_PV3,2,3,23,23:00-24:00,0.0924,0.0,3.6959999999999997,0.0,3.6959999999999997,0.3424,0.3779,1.4802,1,19291.260899999997,20.0,20.0,1.5,41.5,3.0,42.980199999999996,39.2842,0.0,39.2842,W2_PV3,54,18,0.75
W2_PV3,2,3,0,0:00-1:00,0.1328,0.0,5.312,0.0,5.312,0.3424,0.3779,1.3698000000000001,1,19352.5481,20.0,20.0,1.5,41.5,3.0,42.8698,37.5578,0.0,37.5578,W2_PV3,45,15,0.625
W2_PV3,2,3,1,1:00-2:00,0.2125,0.0,8.5,0.0,8.5,0.3424,0.3779,1.0997999999999999,1,19475.307099999998,20.0,20.0,1.5,41.5,3.0,42.5998,34.0998,0.0,34.0998,W2_PV3,45,15,0.625
W2_PV3,2,3,2,2:00-3:00,0.2345,0.0,9.379999999999999,0.0,9.379999999999999,0.3424,0.3779,0.7998000000000001,1,19517.197099999998,20.0,20.0,1.5,41.5,3.0,42.2998,32.919799999999995,0.0,32.919799999999995,W2_PV3,45,15,0.625
